customer_id,customer_name,product_category,purchase_amount,delivery_status,payment_status,customer_age,customer_gender,product_rating,shipping_region,loyalty_status,country
1131.0,jennifer miller,appliances,68.0,delivered,completed,57,Male,4.0,north,Platinum,uk
1132.0,sarah smith,electronics,160.15555103700692,shipped,cancelled,37,Male,2.0,north,Platinum,canada
1133.0,vivaan kumar,electronics,237.0,delivered,completed,51,Male,3.0,north,Gold,india
1134.0,david miller,electronics,160.15555103700692,delivered,completed,25,Female,1.0,south,Platinum,russia
,,books,249.0,,,43,Female,,east,Silver,china
1136.0,emily smith,electronics,274.0,,completed,69,Male,4.0,south,Platinum,south africa
,emily davis,electronics,255.0,delivered,cancelled,43,Male,2.0,east,Silver,france
1138.0,john williams,electronics,45.0,pending,completed,46,Male,4.0,south,Gold,mexico
1139.0,sarah garcia,books,91.0,,completed,22,Female,3.0,,Platinum,south korea
1140.0,michael garcia,electronics,280.0,cancelled,completed,47,Male,2.0,south,Platinum,uk
1141.0,john jones,appliances,273.0,delivered,cancelled,29,Female,4.0,west,Gold,australia
1142.0,david johnson,electronics,290.0,delivered,completed,56,Male,,east,Silver,canada
1143.0,michael brown,appliances,142.0,delivered,pending,44,Unknown,3.0,north,Platinum,usa
1144.0,john jones,appliances,163.0,delivered,completed,30,Female,4.0,east,Silver,australia
1145.0,,appliances,276.0,delivered,completed,64,Female,1.0,north,Platinum,france
1146.0,sarah garcia,books,163.0,delivered,completed,27,Female,3.0,north,Gold,japan
1147.0,jessica smith,unknown,278.0,delivered,completed,53,Female,,west,Platinum,germany
1148.0,david garcia,books,160.15555103700692,delivered,completed,48,Unknown,2.0,south,Silver,france
1149.0,sarah williams,electronics,32.0,delivered,completed,33,Male,1.0,west,Platinum,china
1150.0,emily brown,appliances,227.0,,,56,Male,4.0,east,Gold,usa
1151.0,aditi sharma,books,254.0,delivered,,43,Male,2.0,south,Silver,india
,vidya kumar,books,168.0,pending,completed,53,Female,3.0,east,Gold,india
1153.0,john miller,unknown,174.0,,completed,43,Unknown,3.0,south,Silver,france
1154.0,jennifer miller,books,185.0,,,61,Female,1.0,west,Silver,russia
1155.0,aarav singh,electronics,109.0,delivered,completed,37,Male,1.0,north,Platinum,india
1156.0,daniel davis,clothing,205.0,delivered,completed,51,Unknown,3.0,east,Gold,spain
1157.0,sarah smith,books,193.0,shipped,,54,Male,,east,Gold,unknown
1158.0,emily johnson,unknown,236.0,,pending,25,Male,3.0,west,Platinum,russia
1159.0,jennifer brown,unknown,283.0,delivered,,21,Male,4.0,west,Silver,south korea
1160.0,michael jones,appliances,116.0,delivered,pending,46,Female,4.0,south,Platinum,spain
1161.0,jennifer johnson,books,136.0,cancelled,completed,43,Male,2.0,east,Gold,australia
1162.0,,electronics,218.0,delivered,completed,19,Unknown,4.0,west,Standard,canada
,daniel davis,appliances,40.0,shipped,completed,42,Female,,south,Standard,brazil
1164.0,michael garcia,appliances,219.0,delivered,completed,55,Male,1.0,south,Silver,south africa
1165.0,jessica williams,clothing,267.0,delivered,completed,20,Unknown,4.0,east,Standard,france
1166.0,david williams,electronics,295.0,pending,,63,Male,2.0,south,Platinum,unknown
1167.0,jennifer miller,unknown,283.0,delivered,,59,Female,3.0,,Gold,japan
1168.0,,books,77.0,delivered,completed,60,Female,2.0,west,Platinum,india
1169.0,emily smith,books,50.0,delivered,cancelled,22,Female,1.0,west,Platinum,uk
1170.0,daniel brown,clothing,268.0,delivered,completed,43,Unknown,2.0,east,Platinum,france
1171.0,john garcia,appliances,112.0,pending,cancelled,43,Male,3.0,west,Gold,south africa
1172.0,daniel smith,electronics,284.0,delivered,completed,43,Female,3.0,north,Gold,canada
1173.0,jessica smith,books,290.0,delivered,completed,65,Female,2.0,south,Silver,south africa
1174.0,jennifer jones,appliances,113.0,shipped,completed,26,Male,3.0,north,Silver,unknown
1175.0,sarah williams,appliances,173.0,,completed,66,Unknown,,south,Silver,mexico
1176.0,jessica williams,clothing,99.0,delivered,completed,29,Female,2.0,east,Silver,spain
1177.0,jessica williams,books,103.0,pending,completed,43,Male,4.0,west,Platinum,uk
1178.0,david garcia,books,56.0,cancelled,completed,59,Male,2.0,south,Silver,unknown
1179.0,sarah brown,electronics,251.0,delivered,pending,21,Female,4.0,south,Gold,germany
1180.0,vidya kumar,books,112.0,,completed,66,Unknown,4.0,west,Silver,india
1181.0,sarah johnson,electronics,121.0,shipped,completed,35,Male,2.0,east,Gold,usa
1182.0,vivaan singh,books,185.0,shipped,pending,35,Male,3.0,north,Platinum,india
1183.0,michael davis,clothing,178.0,,,59,Female,4.0,east,Platinum,australia
1184.0,sarah smith,books,33.0,delivered,,60,Female,4.0,,Gold,usa
1185.0,jessica jones,electronics,244.0,delivered,,50,Female,2.0,north,Platinum,south africa
1186.0,michael johnson,electronics,92.0,delivered,completed,59,Male,4.0,,Gold,italy
1187.0,daniel davis,clothing,160.15555103700692,shipped,completed,20,Male,2.0,north,Gold,south africa
1188.0,michael smith,books,110.0,shipped,completed,55,Male,4.0,south,Gold,australia
1189.0,john williams,books,235.0,delivered,completed,43,Female,4.0,west,Platinum,japan
1190.0,sarah brown,clothing,109.0,delivered,completed,43,Female,2.0,west,Standard,germany
1191.0,,unknown,48.0,delivered,completed,43,Female,,,Platinum,unknown
1192.0,john garcia,books,160.15555103700692,cancelled,,34,Female,1.0,west,Standard,unknown
1193.0,jennifer smith,electronics,234.0,delivered,cancelled,52,Female,3.0,north,Platinum,unknown
1194.0,michael garcia,books,240.0,,completed,43,Male,1.0,west,Platinum,japan
1195.0,,books,61.0,delivered,cancelled,67,Male,,east,Platinum,spain
1196.0,jessica garcia,clothing,154.0,delivered,completed,23,Male,4.0,north,Silver,italy
1197.0,david brown,clothing,61.0,delivered,cancelled,52,Male,3.0,west,Standard,russia
1198.0,,appliances,160.15555103700692,shipped,completed,23,Male,2.0,south,Gold,brazil
1199.0,david garcia,electronics,77.0,pending,pending,49,Unknown,1.0,east,Silver,china
1200.0,jennifer brown,books,44.0,delivered,completed,28,Female,,east,Platinum,south korea
1201.0,aarav sharma,books,92.0,delivered,completed,60,Female,4.0,,Gold,india
1202.0,daniel brown,unknown,148.0,shipped,completed,43,Female,2.0,east,Platinum,canada
,,books,106.0,delivered,completed,30,Female,4.0,east,Gold,unknown
1204.0,david davis,electronics,160.15555103700692,delivered,completed,30,Male,1.0,north,Platinum,uk
1205.0,daniel smith,appliances,201.0,cancelled,completed,56,Male,4.0,west,Gold,spain
1206.0,jennifer miller,unknown,144.0,shipped,completed,63,Male,1.0,north,Gold,brazil
1207.0,john johnson,appliances,86.0,shipped,completed,51,Female,4.0,south,Standard,mexico
1208.0,,appliances,25.0,delivered,completed,20,Female,3.0,,Gold,canada
1209.0,,clothing,144.0,delivered,completed,49,Female,2.0,east,Silver,australia
1210.0,sarah williams,electronics,72.0,delivered,completed,21,Male,2.0,south,Silver,france
1211.0,vidya patel,books,85.0,delivered,completed,57,Male,4.0,west,Silver,india
1212.0,,books,101.0,pending,completed,18,Female,2.0,south,Gold,france
1213.0,,electronics,106.0,,completed,26,Female,3.0,south,Silver,uk
1214.0,vivaan kumar,books,21.0,pending,completed,43,Female,1.0,east,Silver,india
1215.0,,books,223.0,delivered,pending,67,Female,3.0,north,Gold,australia
1216.0,emily miller,electronics,169.0,delivered,completed,24,Female,3.0,east,Gold,brazil
1217.0,daniel brown,appliances,122.0,cancelled,pending,44,Female,1.0,east,Platinum,unknown
1218.0,,electronics,160.15555103700692,delivered,,20,Unknown,2.0,north,Platinum,mexico
1219.0,,appliances,231.0,delivered,completed,39,Female,1.0,north,Gold,australia
1220.0,john jones,books,84.0,delivered,completed,33,Male,1.0,east,Silver,unknown
1221.0,michael brown,books,228.0,,,25,Male,1.0,west,Gold,uk
1222.0,jennifer jones,books,270.0,delivered,completed,22,Female,2.0,north,Gold,russia
,daniel davis,clothing,136.0,delivered,completed,66,Male,1.0,west,Platinum,germany
1224.0,jennifer smith,appliances,135.0,delivered,completed,47,Unknown,3.0,east,Platinum,germany
1225.0,aarav patel,clothing,256.0,shipped,completed,45,Female,,north,Standard,india
1226.0,john miller,clothing,124.0,delivered,completed,68,Female,1.0,east,Silver,china
1227.0,jennifer davis,electronics,278.0,,completed,43,Unknown,,north,Standard,usa
1228.0,jennifer miller,clothing,65.0,delivered,completed,67,Male,4.0,south,Gold,south africa
1229.0,jessica davis,electronics,160.15555103700692,delivered,cancelled,39,Male,3.0,north,Platinum,usa
1230.0,daniel brown,electronics,43.0,delivered,cancelled,47,Female,2.0,east,Silver,russia
1231.0,sarah williams,clothing,54.0,,completed,54,Male,4.0,north,Platinum,south korea
1232.0,emily williams,unknown,43.0,delivered,completed,24,Female,3.0,north,Silver,germany
,sarah smith,appliances,47.0,shipped,completed,67,Female,4.0,east,Gold,japan
1234.0,emily johnson,appliances,35.0,cancelled,completed,47,Female,4.0,north,Gold,russia
1235.0,john garcia,appliances,78.0,shipped,completed,30,Female,2.0,south,Silver,usa
1236.0,emily brown,appliances,262.0,delivered,completed,39,Female,2.0,,Silver,uk
,john johnson,clothing,226.0,delivered,cancelled,28,Male,4.0,west,Standard,russia
1238.0,david garcia,clothing,290.0,cancelled,pending,22,Male,,,Silver,australia
1239.0,vivaan singh,books,268.0,delivered,,39,Unknown,2.0,south,Gold,unknown
,daniel williams,unknown,286.0,shipped,,32,Female,2.0,west,Silver,unknown
1241.0,michael smith,clothing,212.0,delivered,pending,56,Female,3.0,south,Platinum,usa
1242.0,michael johnson,books,237.0,delivered,pending,54,Male,,north,Silver,brazil
1243.0,emily davis,appliances,160.15555103700692,pending,completed,48,Male,,west,Platinum,usa
1244.0,jessica miller,electronics,87.0,pending,completed,46,Female,4.0,west,Standard,canada
1245.0,,books,94.0,pending,completed,56,Female,3.0,west,Platinum,usa
1246.0,jessica johnson,clothing,122.0,cancelled,completed,34,Unknown,1.0,south,Platinum,canada
1247.0,aarav singh,electronics,160.15555103700692,delivered,completed,58,Female,4.0,north,Platinum,india
1248.0,emily williams,electronics,234.0,delivered,pending,23,Male,3.0,west,Platinum,china
1249.0,jennifer johnson,electronics,58.0,cancelled,completed,58,Male,1.0,south,Platinum,canada
1250.0,jennifer williams,books,278.0,,completed,34,Female,,west,Standard,unknown
1251.0,emily miller,clothing,223.0,delivered,,51,Male,3.0,south,Silver,japan
1252.0,michael davis,electronics,26.0,delivered,completed,40,Male,1.0,east,Platinum,italy
,daniel miller,appliances,68.0,delivered,pending,69,Female,3.0,north,Platinum,south africa
1254.0,vivaan kumar,electronics,45.0,delivered,completed,47,Male,3.0,west,Platinum,india
1255.0,michael jones,electronics,180.0,delivered,cancelled,30,Female,3.0,north,Silver,unknown
1256.0,john jones,books,195.0,shipped,,47,Male,3.0,west,Silver,south korea
1257.0,michael smith,books,98.0,pending,completed,66,Female,,north,Gold,unknown
,aditi sharma,clothing,21.0,delivered,completed,37,Female,2.0,east,Gold,india
1259.0,daniel jones,unknown,151.0,delivered,completed,23,Male,3.0,north,Gold,france
1260.0,david johnson,books,295.0,delivered,completed,48,Female,1.0,east,Silver,china
1261.0,daniel davis,electronics,136.0,delivered,pending,36,Female,3.0,west,Silver,australia
1262.0,vidya kumar,clothing,183.0,delivered,,23,Female,4.0,north,Standard,india
1263.0,jennifer miller,unknown,47.0,delivered,completed,51,Female,4.0,south,Silver,brazil
1264.0,jessica miller,electronics,20.0,delivered,completed,45,Male,2.0,west,Platinum,unknown
1265.0,daniel davis,books,207.0,delivered,completed,30,Female,,east,Gold,china
1266.0,daniel jones,clothing,75.0,delivered,completed,69,Male,,east,Gold,france
1267.0,john williams,unknown,54.0,delivered,,27,Male,1.0,east,Gold,mexico
1268.0,vivaan patel,appliances,131.0,delivered,completed,58,Male,4.0,west,Platinum,india
1269.0,emily williams,books,55.0,delivered,cancelled,43,Female,1.0,west,Platinum,mexico
1270.0,david williams,books,236.0,delivered,,24,Male,3.0,north,Gold,china
1271.0,jessica williams,clothing,160.15555103700692,cancelled,completed,35,Unknown,,south,Platinum,japan
,john smith,appliances,160.15555103700692,delivered,,39,Female,4.0,east,Silver,china
1273.0,john williams,unknown,84.0,shipped,completed,31,Female,2.0,east,Platinum,france
1274.0,michael davis,appliances,147.0,delivered,completed,53,Male,4.0,north,Gold,spain
1275.0,jessica miller,electronics,41.0,shipped,completed,25,Female,4.0,north,Gold,italy
1276.0,daniel brown,appliances,235.0,delivered,completed,29,Unknown,2.0,south,Platinum,australia
1277.0,daniel miller,electronics,126.0,pending,completed,57,Female,3.0,east,Silver,uk
1278.0,sarah smith,clothing,128.0,,completed,65,Female,3.0,west,Silver,australia
1279.0,jessica davis,electronics,200.0,pending,completed,50,Male,4.0,west,Standard,brazil
1280.0,michael jones,clothing,183.0,delivered,completed,43,Female,1.0,west,Gold,france
1281.0,jennifer miller,appliances,87.0,delivered,cancelled,59,Female,4.0,east,Platinum,japan
,michael miller,appliances,199.0,pending,,56,Male,3.0,west,Silver,unknown
1283.0,john smith,clothing,200.0,delivered,completed,31,Male,1.0,east,Platinum,south korea
1284.0,john garcia,books,188.0,cancelled,pending,66,Male,2.0,west,Standard,australia
1285.0,david johnson,clothing,41.0,delivered,completed,68,Male,,east,Platinum,brazil
1286.0,emily garcia,books,85.0,delivered,completed,43,Male,2.0,east,Gold,south korea
1287.0,michael brown,electronics,40.0,pending,pending,36,Female,3.0,west,Gold,south korea
1288.0,david williams,electronics,119.0,delivered,,20,Female,3.0,west,Platinum,canada
1289.0,sarah smith,electronics,122.0,delivered,completed,18,Male,1.0,south,Platinum,usa
1290.0,jessica davis,appliances,66.0,pending,completed,57,Male,,,Gold,unknown
1291.0,daniel miller,electronics,58.0,pending,completed,58,Female,4.0,north,Silver,brazil
,daniel davis,books,109.0,cancelled,completed,54,Male,2.0,east,Silver,unknown
1293.0,david jones,electronics,104.0,delivered,completed,50,Female,3.0,west,Gold,usa
,michael jones,clothing,292.0,delivered,completed,66,Male,4.0,east,Platinum,unknown
1295.0,sarah garcia,clothing,207.0,delivered,completed,63,Female,2.0,east,Gold,brazil
1296.0,john miller,appliances,178.0,delivered,completed,34,Female,4.0,east,Silver,italy
,vidya patel,clothing,262.0,pending,,43,Male,,east,Gold,india
1298.0,emily johnson,books,92.0,delivered,completed,48,Male,4.0,south,Gold,italy
1299.0,emily miller,electronics,68.0,,completed,52,Female,2.0,north,Gold,unknown
1300.0,,appliances,120.0,,completed,20,Unknown,2.0,south,Silver,uk
1301.0,jennifer brown,electronics,21.0,pending,completed,30,Male,,north,Silver,canada
,,electronics,160.15555103700692,cancelled,completed,69,Male,3.0,north,Standard,australia
1303.0,emily miller,books,195.0,delivered,completed,54,Female,1.0,north,Platinum,uk
1304.0,john smith,clothing,257.0,delivered,completed,55,Female,4.0,west,Silver,australia
1305.0,sarah brown,clothing,78.0,pending,completed,31,Female,,east,Silver,russia
1306.0,,electronics,118.0,delivered,cancelled,23,Male,2.0,south,Gold,france
1307.0,,appliances,21.0,delivered,completed,46,Male,1.0,north,Platinum,south korea
1308.0,john smith,clothing,262.0,delivered,completed,66,Male,2.0,west,Platinum,south africa
1309.0,emily garcia,appliances,230.0,,,26,Unknown,2.0,north,Gold,brazil
1310.0,,clothing,142.0,delivered,completed,53,Male,3.0,west,Platinum,unknown
1311.0,,appliances,248.0,shipped,completed,40,Female,1.0,west,Silver,france
1312.0,jennifer brown,books,101.0,delivered,completed,32,Female,2.0,east,Silver,germany
1313.0,jennifer davis,appliances,163.0,delivered,completed,67,Unknown,3.0,east,Silver,uk
1314.0,jennifer miller,books,159.0,cancelled,completed,64,Female,3.0,south,Silver,usa
1315.0,emily brown,books,48.0,shipped,cancelled,67,Female,3.0,north,Standard,brazil
1316.0,,appliances,289.0,delivered,cancelled,24,Female,3.0,north,Platinum,mexico
1317.0,daniel davis,books,160.15555103700692,delivered,completed,64,Female,1.0,north,Gold,russia
1318.0,emily garcia,electronics,31.0,,,42,Female,1.0,west,Gold,spain
,jennifer johnson,books,125.0,,pending,54,Male,3.0,south,Standard,unknown
1320.0,sarah williams,clothing,51.0,delivered,completed,40,Female,1.0,east,Gold,brazil
1321.0,jennifer garcia,appliances,93.0,delivered,completed,28,Male,4.0,east,Gold,brazil
1322.0,david davis,electronics,190.0,delivered,completed,63,Male,4.0,,Gold,south korea
1323.0,jennifer jones,unknown,88.0,delivered,,25,Female,3.0,east,Silver,uk
1324.0,,clothing,156.0,delivered,cancelled,53,Female,2.0,,Gold,mexico
1325.0,john johnson,clothing,119.0,delivered,completed,59,Female,2.0,west,Silver,mexico
1326.0,john davis,clothing,165.0,delivered,,56,Female,4.0,north,Silver,mexico
